user_id,event_timestamp,event_name
user_0,2024-03-04 16:47:32,app_launch
user_0,2024-03-04 16:49:49,search
user_0,2024-03-04 16:51:51,view_product
user_0,2024-03-04 16:52:42,logout
user_0,2024-03-04 16:52:52,view_product
user_0,2024-03-04 16:54:05,search
user_0,2024-05-02 14:07:45,app_launch
user_0,2024-05-02 14:08:41,search
user_0,2024-05-02 14:11:36,view_product
user_0,2024-05-02 14:15:03,view_product
user_0,2024-05-02 14:17:28,search
user_0,2024-05-02 14:20:35,logout
user_0,2024-05-02 14:22:02,app_launch
user_0,2024-02-29 12:52:11,search
user_0,2024-02-29 12:54:24,app_launch
user_0,2024-02-29 12:56:58,add_to_cart
user_0,2024-02-29 13:00:19,search
user_0,2024-02-29 13:02:07,view_product
user_0,2024-02-29 13:04:16,view_product
user_0,2024-02-29 13:06:21,app_launch
user_0,2024-02-29 13:11:12,view_product
user_0,2024-02-29 13:15:44,view_product
user_0,2024-03-25 04:14:48,view_product
user_0,2024-03-25 04:16:18,search
user_0,2024-03-25 04:18:42,search
user_0,2024-03-25 04:20:02,app_launch
user_0,2024-03-25 04:22:20,view_product
user_0,2024-03-25 04:27:07,view_product
user_0,2024-03-25 04:28:43,purchase
user_0,2024-04-23 07:45:22,view_product
user_0,2024-04-23 07:47:05,search
user_0,2024-05-20 13:40:25,app_launch
user_0,2024-05-20 13:43:35,view_product
user_0,2024-05-20 13:45:13,purchase
user_0,2024-05-20 13:46:17,search
user_1,2024-04-09 19:49:13,search
user_1,2024-04-09 19:52:58,search
user_1,2024-04-09 19:55:50,add_to_cart
user_1,2024-03-09 00:40:47,app_launch
user_1,2024-03-09 00:44:29,view_product
user_2,2024-05-25 01:37:48,add_to_cart
user_2,2024-05-25 01:39:57,search
user_2,2024-05-25 01:44:20,search
user_2,2024-05-25 01:47:54,search
user_2,2024-05-25 01:52:17,purchase
user_2,2024-04-11 00:33:57,app_launch
user_2,2024-04-11 00:36:09,search
user_2,2024-04-11 00:37:11,search
user_2,2024-04-11 00:39:32,app_launch
user_2,2024-04-11 00:42:08,search
user_2,2024-04-11 00:42:50,search
user_2,2024-04-11 00:44:17,app_launch
user_2,2024-04-11 00:46:29,search
user_2,2024-04-11 00:48:01,app_launch
user_2,2024-05-05 08:38:33,search
user_2,2024-05-05 08:41:46,add_to_cart
user_2,2024-05-05 08:42:05,app_launch
user_2,2024-05-05 08:45:27,add_to_cart
user_2,2024-05-05 08:49:52,add_to_cart
user_2,2024-05-05 08:50:46,purchase
user_2,2024-05-05 08:53:42,app_launch
user_2,2024-04-26 06:19:19,add_to_cart
user_2,2024-04-26 06:20:36,app_launch
user_2,2024-04-26 06:23:29,add_to_cart
user_2,2024-03-20 02:04:01,logout
user_2,2024-03-20 02:06:42,view_product
user_2,2024-05-09 04:39:56,app_launch
user_2,2024-05-09 04:41:37,app_launch
user_2,2024-05-09 04:44:43,logout
user_2,2024-05-09 04:47:37,add_to_cart
user_2,2024-05-09 04:48:24,app_launch
user_2,2024-05-12 09:54:05,view_product
user_2,2024-05-12 09:54:59,purchase
user_3,2024-05-24 09:56:57,app_launch
user_3,2024-05-24 09:58:08,search
user_3,2024-05-24 09:59:14,logout
user_3,2024-05-24 10:03:34,purchase
user_3,2024-05-24 10:05:55,view_product
user_3,2024-05-24 10:07:22,search
user_3,2024-05-21 01:31:19,search
user_3,2024-05-21 01:33:08,view_product
user_3,2024-05-21 01:36:51,add_to_cart
user_3,2024-05-21 01:38:41,search
user_3,2024-05-21 01:43:30,purchase
user_3,2024-05-21 01:43:43,view_product
user_3,2024-05-21 01:45:50,add_to_cart
user_3,2024-03-23 09:23:48,app_launch
user_3,2024-03-23 09:24:27,search
user_3,2024-03-23 09:25:53,app_launch
user_3,2024-03-23 09:26:20,add_to_cart
user_3,2024-03-23 09:29:35,add_to_cart
user_3,2024-03-23 09:34:17,add_to_cart
user_3,2024-03-23 09:36:18,add_to_cart
user_3,2024-03-23 09:36:46,purchase
user_3,2024-03-23 09:37:07,search
user_3,2024-05-29 17:13:13,add_to_cart
user_3,2024-05-29 17:13:37,search
user_3,2024-05-29 17:18:31,app_launch
user_3,2024-05-29 17:21:59,view_product
user_3,2024-05-29 17:26:58,app_launch
user_3,2024-05-17 19:32:50,add_to_cart
user_3,2024-05-17 19:34:37,search
user_3,2024-05-17 19:36:09,logout
user_3,2024-05-17 19:40:38,app_launch
user_3,2024-05-17 19:44:23,logout
user_3,2024-05-17 19:49:21,add_to_cart
user_3,2024-05-05 01:15:39,purchase
user_3,2024-05-05 01:19:38,search
user_3,2024-05-05 01:23:51,add_to_cart
user_3,2024-04-26 13:39:15,app_launch
user_3,2024-04-26 13:41:40,view_product
user_3,2024-03-21 23:49:56,app_launch
user_3,2024-03-21 23:51:13,add_to_cart
user_3,2024-03-21 23:51:52,search
user_3,2024-03-21 23:53:08,search
user_3,2024-03-21 23:54:25,app_launch
user_3,2024-03-21 23:57:40,view_product
user_3,2024-03-21 23:59:06,search
user_3,2024-03-22 00:02:16,app_launch
user_3,2024-03-14 09:17:46,search
user_3,2024-03-14 09:22:43,add_to_cart
user_4,2024-02-04 11:20:31,app_launch
user_4,2024-02-04 11:21:08,app_launch
user_4,2024-02-04 11:21:36,view_product
user_4,2024-02-03 15:07:21,search
user_4,2024-02-03 15:09:23,search
user_4,2024-02-03 15:12:35,add_to_cart
user_4,2024-02-03 15:16:35,app_launch
user_4,2024-02-03 15:17:34,app_launch
user_4,2024-02-03 15:21:37,view_product
user_4,2024-02-03 15:22:44,app_launch
user_4,2024-02-03 15:24:30,view_product
user_4,2024-03-08 04:32:15,app_launch
user_4,2024-03-08 04:33:06,search
user_4,2024-03-08 04:37:10,app_launch
user_4,2024-03-08 04:37:49,app_launch
user_4,2024-03-08 04:38:59,view_product
user_4,2024-03-08 04:40:03,view_product
user_4,2024-03-08 04:44:32,search
user_4,2024-03-08 04:49:12,app_launch
user_4,2024-03-08 04:51:13,app_launch
user_4,2024-03-31 01:00:12,view_product
user_4,2024-03-31 01:02:09,search
user_4,2024-03-31 01:02:26,app_launch
user_4,2024-03-31 01:07:16,search
user_4,2024-03-31 01:10:50,purchase
user_4,2024-03-31 01:15:40,view_product
user_4,2024-03-31 01:16:07,search
user_4,2024-03-31 01:17:29,app_launch
user_4,2024-03-30 13:07:35,app_launch
user_4,2024-03-30 13:07:59,app_launch
user_4,2024-03-30 13:12:24,view_product
user_4,2024-04-18 15:15:52,app_launch
user_4,2024-04-18 15:19:26,app_launch
user_4,2024-04-18 15:20:37,purchase
user_4,2024-04-18 15:21:41,search
user_4,2024-04-18 15:23:47,app_launch
user_4,2024-04-18 15:25:05,app_launch
user_4,2024-04-18 15:28:35,search
user_5,2024-04-16 13:50:52,app_launch
user_5,2024-04-16 13:55:33,purchase
user_5,2024-04-16 13:55:56,app_launch
user_5,2024-06-04 18:50:35,view_product
user_5,2024-06-04 18:55:15,search
user_5,2024-06-04 19:00:04,app_launch
user_5,2024-06-04 19:03:20,view_product
user_5,2024-06-04 19:04:50,search
user_5,2024-06-04 19:07:08,app_launch
user_5,2024-06-04 19:09:36,view_product
user_5,2024-06-04 19:14:21,view_product
user_5,2024-06-04 19:15:01,purchase
user_5,2024-04-30 05:36:45,add_to_cart
user_5,2024-04-30 05:41:10,app_launch
user_5,2024-04-30 05:42:31,add_to_cart
user_5,2024-04-30 05:46:23,view_product
user_5,2024-04-30 05:50:41,view_product
user_5,2024-04-21 22:38:03,view_product
user_5,2024-04-21 22:42:16,search
user_5,2024-04-21 22:46:23,purchase
user_5,2024-04-21 22:48:27,search
user_5,2024-04-21 22:51:20,view_product
user_5,2024-04-21 22:56:10,app_launch
user_5,2024-04-21 22:59:52,view_product
user_5,2024-04-28 11:35:51,purchase
user_5,2024-04-28 11:36:57,view_product
user_5,2024-04-05 23:05:21,app_launch
user_5,2024-04-05 23:07:07,add_to_cart
user_6,2024-03-30 07:29:07,search
user_6,2024-03-30 07:32:37,logout
user_6,2024-03-30 07:36:08,view_product
user_6,2024-04-24 20:55:55,search
user_6,2024-04-24 20:59:45,add_to_cart
user_6,2024-04-24 21:02:49,view_product
user_6,2024-04-24 21:03:24,add_to_cart
user_6,2024-04-24 21:05:04,add_to_cart
user_6,2024-04-24 21:05:29,add_to_cart
user_6,2024-05-12 23:03:55,view_product
user_6,2024-05-12 23:04:10,purchase
user_6,2024-05-12 23:06:19,app_launch
user_6,2024-05-12 23:07:27,add_to_cart
user_6,2024-04-14 14:59:03,app_launch
user_6,2024-04-14 15:01:39,purchase
user_6,2024-04-14 15:06:08,app_launch
user_6,2024-04-14 15:07:00,app_launch
user_6,2024-04-14 15:09:35,search
user_6,2024-04-14 15:11:35,add_to_cart
user_7,2024-05-26 10:40:16,view_product
user_7,2024-05-26 10:44:24,logout
user_7,2024-05-26 10:48:44,view_product
user_7,2024-05-26 10:50:28,add_to_cart
user_7,2024-05-26 10:53:34,app_launch
user_7,2024-05-26 10:54:01,app_launch
user_7,2024-05-26 10:57:33,app_launch
user_7,2024-05-26 10:57:45,purchase
user_7,2024-05-26 11:01:21,app_launch
user_7,2024-05-10 05:08:32,purchase
user_7,2024-05-10 05:09:30,app_launch
user_7,2024-05-10 05:12:52,search
user_7,2024-05-10 05:17:24,search
user_7,2024-05-10 05:22:05,app_launch
user_7,2024-05-10 05:23:53,app_launch
user_7,2024-05-10 05:26:26,search
user_7,2024-05-10 05:27:36,add_to_cart
user_7,2024-04-20 12:17:20,purchase
user_7,2024-04-20 12:20:11,search
user_7,2024-04-20 12:24:01,search
user_7,2024-04-20 12:26:51,purchase
user_7,2024-04-20 12:29:44,app_launch
user_7,2024-04-20 12:31:12,search
user_7,2024-04-20 12:33:22,app_launch
user_7,2024-04-20 12:36:53,search
user_7,2024-05-21 06:40:41,app_launch
user_7,2024-05-21 06:42:35,purchase
user_7,2024-05-21 06:43:49,add_to_cart
user_7,2024-05-21 06:47:17,search
user_7,2024-05-21 06:47:27,logout
user_7,2024-05-21 06:51:21,add_to_cart
user_7,2024-05-21 06:51:34,logout
user_7,2024-05-21 06:53:05,add_to_cart
user_7,2024-04-20 13:51:47,search
user_7,2024-04-20 13:55:09,add_to_cart
user_7,2024-04-20 13:57:31,view_product
user_7,2024-04-20 13:58:10,purchase
user_7,2024-04-20 13:59:54,logout
user_7,2024-04-20 14:00:35,logout
user_7,2024-04-20 14:03:59,app_launch
user_7,2024-04-20 14:04:13,purchase
user_7,2024-06-08 22:38:29,view_product
user_7,2024-06-08 22:42:52,purchase
user_7,2024-06-08 22:47:17,view_product
user_7,2024-06-08 22:48:32,logout
user_7,2024-06-08 22:50:20,view_product
user_7,2024-06-08 22:55:13,search
user_7,2024-06-08 22:58:13,view_product
user_7,2024-06-08 23:02:23,logout
user_7,2024-06-08 23:03:47,add_to_cart
user_8,2024-04-05 09:01:36,app_launch
user_8,2024-04-05 09:03:36,app_launch
user_8,2024-04-05 09:03:57,add_to_cart
user_8,2024-06-05 06:29:03,logout
user_8,2024-06-05 06:29:41,search
user_8,2024-06-05 06:32:30,app_launch
user_8,2024-03-29 17:29:11,app_launch
user_8,2024-03-29 17:34:10,purchase
user_8,2024-03-29 17:34:39,search
user_8,2024-03-29 17:38:41,add_to_cart
user_8,2024-04-08 22:51:06,view_product
user_8,2024-04-08 22:53:19,purchase
user_8,2024-04-08 22:55:46,view_product
user_8,2024-03-25 22:17:58,purchase
